Position,"Track Name",Artist,Streams,URL
161,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",41826,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
162,"After The Afterparty (feat. Lil Yachty)","Charli XCX",41744,https://open.spotify.com/track/0y8Wf6ltWpGCpgqVa21QNX
163,"I Wanna Feel",Secondcity,41404,https://open.spotify.com/track/5nrdOK0i7daIsDAt4zRbHM
164,PILLOWTALK,ZAYN,41291,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
165,"Stressed Out","Twenty One Pilots",41157,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
166,"Show Me (feat. Malisha Bleau)","Ryan Blyth",40750,https://open.spotify.com/track/1mebe3JaPfy8SOTksMKEom
167,"Only One - Radio Edit",Sigala,40709,https://open.spotify.com/track/5ev0Z2lFzmhjlQCWpRAWiG
168,Location,Khalid,40672,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
169,"The A Team","Ed Sheeran",40593,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK
170,Jumpman,Drake,40115,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
171,"Do I Wanna Know?","Arctic Monkeys",40102,https://open.spotify.com/track/2UzMpPKPhbcC8RbsmuURAZ
172,"Show You Love",Kato,40035,https://open.spotify.com/track/4tX7Nt68zEeb0Lt32ngQR0
173,"No Scrubs",TLC,39736,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs
174,"Take Me To Church",Hozier,39519,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
175,Hello,Adele,39466,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
176,"I See Fire","Ed Sheeran",39367,https://open.spotify.com/track/5pY3ovFxbvAg7reGZjJQSp
177,"Dancing On My Own","Calum Scott",39145,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
178,"What Do You Mean?","Justin Bieber",38839,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
179,"Love Me Now","John Legend",38811,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
180,Chocolate,"The 1975",38666,https://open.spotify.com/track/4WiiRw2PHMNQE0ad6y6GdD
181,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",38637,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
182,"Wanna Know Remix (feat. Drake)",Dave,38552,https://open.spotify.com/track/7bPLo5Fv7h15E2fW3g1mVQ
183,"Lose Yourself - Soundtrack Version",Eminem,38545,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
184,"Chelsea Dagger","The Fratellis",38446,https://open.spotify.com/track/3ItzRpwvKtkDSNdRSjXu7Z
185,"All Star","Smash Mouth",38336,https://open.spotify.com/track/22c2pt75xtnDddA5Zlm0yy
186,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,37888,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
187,Party,"Chris Brown",37867,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
188,Stronger,"Kanye West",37764,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH
189,"Take Me Out","Franz Ferdinand",37577,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM
190,"Say To Me",WHTKD,37058,https://open.spotify.com/track/7K0IjUT3y2wGxqd6u5DrTs
191,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",36814,https://open.spotify.com/track/6lDo13SSgTv0WbyUQKgnjk
192,"Cheap Thrills",Sia,36767,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6
193,"Ni**as In Paris","JAY Z",36709,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
194,Budapest,"George Ezra",36572,https://open.spotify.com/track/7GJClzimvMSghjcrKxuf1M
195,T-Shirt,Migos,36497,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
196,"Gecko (Overdrive) - Radio Edit","Oliver Heldens",36496,https://open.spotify.com/track/483XiZ5o13Cc1zoWV7jGml
197,September,"Earth, Wind & Fire",36084,https://open.spotify.com/track/06rPFgQsKS607RhYIqCmGq
198,"Could You Love Me?","Black Saint",36059,https://open.spotify.com/track/1w191mxEGK17BcYVbI3HmR
199,"My Number",Foals,35798,https://open.spotify.com/track/4c9WmjVlQMr0s1IjbYO52Z
200,"Be Right There",Diplo,35615,https://open.spotify.com/track/71EnloViXmSKrQkrkaYFxF
